,location_name,diver,buddy,orig_lat,orig_lon,sample_collection_date,year,visibility_m,direction,depth_m,method,block,taxon_id,scientific_name,invert_count,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,habitat,transect_decimal_latitude,transect_decimal_longitude,event,orig_scientific_name,rank,valid_name,kingdom,phylum,class,order,family,genus,total_count
1095,CBC Reef Central,Scott Jones,Zach Foltz,16.8021,-88.078817,10/20/2016,2016,33,E,10,1,1,spl,Stegastes planifrons,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forereef,16.8021,-88.0788,CBC Reef Central_2016,Stegastes planifrons,Species,Stegastes planifrons,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,6
1096,CBC Reef Central,Zach Foltz,Scott Jones,16.8021,-88.078817,10/20/2016,2016,33,East,10,1,2,spl,Stegastes planifrons,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forereef,16.8021,-88.0788,CBC Reef Central_2016,Stegastes planifrons,Species,Stegastes planifrons,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,1
1097,CBC Reef Central,Scott Jones,Zach Foltz,16.8021,-88.078817,10/20/2016,2016,33,E,10,1,1,sva,Stegastes variabilis,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forereef,16.8021,-88.0788,CBC Reef Central_2016,Stegastes variabilis,Species,Stegastes variabilis,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,8
1098,CBC Reef Central,Zach Foltz,Scott Jones,16.8021,-88.078817,10/20/2016,2016,33,East,10,1,2,sva,Stegastes variabilis,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forereef,16.8021,-88.0788,CBC Reef Central_2016,Stegastes variabilis,Species,Stegastes variabilis,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,6
1099,CBC Reef Central,Scott Jones,Zach Foltz,16.8021,-88.078817,10/20/2016,2016,33,E,10,1,1,tbi,Thalassoma bifasciatum,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forereef,16.8021,-88.0788,CBC Reef Central_2016,Thalassoma bifasciatum,Species,Thalassoma bifasciatum,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,21
1100,CBC Reef Central,Zach Foltz,Scott Jones,16.8021,-88.078817,10/20/2016,2016,33,East,10,1,2,tbi,Thalassoma bifasciatum,0,0,5,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forereef,16.8021,-88.0788,CBC Reef Central_2016,Thalassoma bifasciatum,Species,Thalassoma bifasciatum,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,22
1101,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,1,sgi,Aliger gigas,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Strombus gigas,Species,Aliger gigas,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Strombus,3
1102,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,2,sgi,Aliger gigas,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Strombus gigas,Species,Aliger gigas,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Strombus,4
1103,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,1,boc,Bothus ocellatus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Bothus ocellatus,Species,Bothus ocellatus,Animalia,Chordata,Actinopteri,Pleuronectiformes,Bothidae,Bothus,1
1104,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,2,cbar,Carangoides bartholomaei,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Carangoides bartholomaei,Species,Carangoides bartholomaei,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,Carangoides,100
1105,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,1,cbar,Carangoides bartholomaei,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Carangoides bartholomaei,Species,Carangoides bartholomaei,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,Carangoides,100
1106,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,2,ccry,Caranx crysos,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Caranx crysos,Species,Caranx crysos,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,Caranx,50
1107,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,1,ccry,Caranx crysos,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Caranx crysos,Species,Caranx crysos,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,Caranx,50
1108,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,2,cru,Caranx ruber,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Carangoides ruber,Species,Caranx ruber,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,Caranx,100
1109,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,1,cru,Caranx ruber,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Carangoides ruber,Species,Caranx ruber,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,Caranx,100
1110,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,1,clit,Cerithium litteratum,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Cerithium litteratum,Species,Cerithium litteratum,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Cerithium,52
1111,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,2,clit,Cerithium litteratum,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Cerithium litteratum,Species,Cerithium litteratum,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Cerithium,3
1112,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,1,cdi,Coryphopterus dicrus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Coryphopterus dicrus,Species,Coryphopterus dicrus,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Coryphopterus,1
1113,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,1,cdi,Coryphopterus dicrus,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Coryphopterus dicrus,Species,Coryphopterus dicrus,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Coryphopterus,2
1114,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,2,cdi,Coryphopterus dicrus,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Coryphopterus dicrus,Species,Coryphopterus dicrus,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Coryphopterus,2
1115,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,2,cdi,Coryphopterus dicrus,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Coryphopterus dicrus,Species,Coryphopterus dicrus,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Coryphopterus,2
1116,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,2,cros,Cryptotomus roseus,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Cryptotoums roseus,Species,Cryptotomus roseus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Cryptotomus,13
1117,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,1,cros,Cryptotomus roseus,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Cryptotomus roseus,Species,Cryptotomus roseus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Cryptotomus,6
1118,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,1,dbi,Diplectrum bivittatum,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Diplectrum bivittatum,Species,Diplectrum bivittatum,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Diplectrum,2
1119,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,1,dbi,Diplectrum bivittatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Diplectrum bivittatum,Species,Diplectrum bivittatum,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Diplectrum,0
1120,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,1,dbi,Diplectrum bivittatum,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Diplectrum bivittatum,Species,Diplectrum bivittatum,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Diplectrum,1
1121,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,2,dbi,Diplectrum bivittatum,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Diplectrum bivittatum,Species,Diplectrum bivittatum,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Diplectrum,6
1122,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,0,2,eal,Euthynnus alletteratus,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Euthynnus alletteratus,Species,Euthynnus alletteratus,Animalia,Chordata,Actinopteri,Scombriformes,Scombridae,Euthynnus,15
1123,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,2,hbi,Halichoeres bivittatus,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Halichoeres bivittatus,Species,Halichoeres bivittatus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,9
1124,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,1,hbi,Halichoeres bivittatus,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Halichoeres bivittatus,Species,Halichoeres bivittatus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,3
1125,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,2,lsp,Lutjanus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Lutjanus spp.,Genus,Lutjanus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,1
1126,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,1,lco,Macrostrombus costatus,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Lobatus costatus,Species,Macrostrombus costatus,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Lobatus,8
1127,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,2,lco,Macrostrombus costatus,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Lobatus costatus,Species,Macrostrombus costatus,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Lobatus,10
1128,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,1,msc,Mithraculus sculptus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Mithraculus sculptus,Species,Mithraculus sculptus,Animalia,Arthropoda,Malacostraca,Decapoda,Mithracidae,Mithraculus,1
1129,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,1,mtu,Monacanthus tuckeri,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Monacanthus tuckeri,Species,Monacanthus tuckeri,Animalia,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Monacanthus,3
1130,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,2,pag,Paguristes,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Paguristes spp.,Genus,Paguristes,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,5
1131,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,1,herm,Paguroidea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Paguroidea spp.,Superfamily,Paguroidea,Animalia,Arthropoda,Malacostraca,Decapoda,0,0,1
1132,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,1,portu,Portunidae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Portunidae,Family,Portunidae,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,0,1
1133,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,2,phe,Ptereleotris helenae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Ptereleotris helenae,Species,Ptereleotris helenae,Animalia,Chordata,Actinopteri,Perciformes,Microdesmidae,Ptereleotris,1
1134,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,1,phel,Ptereleotris helenae,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Ptereleotris helenae,Species,Ptereleotris helenae,Animalia,Chordata,Actinopteri,Perciformes,Microdesmidae,Ptereleotris,4
1135,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,2,sbal,Serranus baldwini,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Serranus baldwini,Species,Serranus baldwini,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Serranus,4
1136,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,1,sbal,Serranus baldwini,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Serranus baldwini,Species,Serranus baldwini,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Serranus,1
1137,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,1,sbal,Serranus baldwini,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Serranus baldwini,Species,Serranus baldwini,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Serranus,2
1138,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,2,sto,Serranus tortugarum,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Serranus tortugarum,Species,Serranus tortugarum,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Serranus,1
1139,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,1,sto,Serranus tortugarum,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Serranus tortugarum,Species,Serranus tortugarum,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Serranus,6
1140,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,2,svi,Sparisoma viride,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Sparisoma viride,Species,Sparisoma viride,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,3
1141,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,1,spa,Stegastes partitus,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Stegastes partitus,Species,Stegastes partitus,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,2
1142,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,2,spa,Stegastes partitus,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Stegastes partitus,Species,Stegastes partitus,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,12
1143,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,2,ssc,Stenopus scutellatus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Stenopus scutellatus,Species,Stenopus scutellatus,Animalia,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,2
1144,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,2,2,sse,Stenorhynchus seticornis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Stenorhynchus seticornis,Species,Stenorhynchus seticornis,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Stenorhynchus,1
1145,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,0,2,xma,Xyrichtys martinicensis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Xyrichtys martinicensis,Species,Xyrichtys martinicensis,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Xyrichtys,1
1146,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,2,xno,Xyrichtys novacula,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Xyrichtys novacula,Species,Xyrichtys novacula,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Xyrichtys,3
1147,CBC Sand,Scott Jones,Zach Foltz,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,1,xsp,Xyrichtys splendens,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Xyrichtys splendens,Species,Xyrichtys splendens,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Xyrichtys,9
1148,CBC Sand,Zach Foltz,Scott Jones,16.80894,-88.08841,10/22/2016,2016,30,NW,7,1,2,xsp,Xyrichtys splendens,0,3,22,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sand,16.80894,-88.0884,CBC Sand_2016,Xyrichtys splendens,Species,Xyrichtys splendens,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Xyrichtys,52
1149,CBC Seagrass,Scott Jones,Zach Foltz,16.8025,-88.0825,10/21/2016,2016,11,W,2,2,2,sgi,Aliger gigas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seagrass,16.8025,-88.0825,CBC Seagrass_2016,Strombus gigas,Species,Aliger gigas,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Strombus,1
1150,CBC Seagrass,Zach Foltz,Scott Jones,16.8025,-88.0825,10/22/2016,2016,11,W,2,2,1,aim,Alpheus immaculatus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seagrass,16.8025,-88.0825,CBC Seagrass_2016,Alpheus immaculatus,Species,Alpheus immaculatus,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,2
1151,CBC Seagrass,Scott Jones,Zach Foltz,16.8025,-88.0825,10/21/2016,2016,11,W,2,2,2,cro,Canthigaster rostrata,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seagrass,16.8025,-88.0825,CBC Seagrass_2016,Canthigaster rostrata,Species,Canthigaster rostrata,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,1
1152,CBC Seagrass,Scott Jones,Zach Foltz,16.8025,-88.0825,10/21/2016,2016,11,W,2,2,2,clit,Cerithium litteratum,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seagrass,16.8025,-88.0825,CBC Seagrass_2016,Cerithium litteratum,Species,Cerithium litteratum,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Cerithium,63
1153,CBC Seagrass,Zach Foltz,Scott Jones,16.8025,-88.0825,10/22/2016,2016,11,W,2,2,1,clit,Cerithium litteratum,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seagrass,16.8025,-88.0825,CBC Seagrass_2016,Cerithium litteratum,Species,Cerithium litteratum,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Cerithium,184
1154,CBC Seagrass,Zach Foltz,Scott Jones,16.8025,-88.0825,10/22/2016,2016,11,W,2,2,1,cbr,Chicoreus brevifrons,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seagrass,16.8025,-88.0825,CBC Seagrass_2016,Chicoreus brevifrons,Species,Chicoreus brevifrons,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,3
1155,CBC Seagrass,Scott Jones,Zach Foltz,16.8025,-88.0825,10/21/2016,2016,11,W,2,2,2,cbr,Chicoreus brevifrons,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seagrass,16.8025,-88.0825,CBC Seagrass_2016,Chicoreus brevifrons,Species,Chicoreus brevifrons,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,1
1156,CBC Seagrass,Zach Foltz,Scott Jones,16.8025,-88.0825,10/22/2016,2016,11,W,2,1,1,hbi,Halichoeres bivittatus,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seagrass,16.8025,-88.0825,CBC Seagrass_2016,Halichoeres bivittatus,Species,Halichoeres bivittatus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,3
